Episode,Step,Avg_Success,Avg_Reward,Avg_Cost,Avg_Collision
0,94,0,-7.073268602369353,0,100
1,120,0,-7.37383177713491,0,100
2,177,33,-5.0637096304575,0,66
3,152,25,-5.174536240269845,0,75
4,180,20,-5.883713279228687,0,80
5,165,16,-6.125542474857866,0,83
6,150,14,-6.00641995820063,0,85
7,132,12,-5.927930257678781,0,87
8,128,11,-5.903423235088768,0,88
9,116,10,-5.843905672300025,0,90
10,116,9,-5.900396663237023,0,90
11,113,8,-5.890609160302574,0,91
12,117,7,-6.0227946413432125,0,92
13,111,7,-5.973581086864344,0,92
14,107,6,-6.002702839364429,0,93
15,106,6,-5.967685018098905,0,93
16,101,5,-5.9176393585310185,0,94
17,102,5,-5.8839550406868915,0,94
18,101,10,-5.467267285025867,0,89
19,99,10,-5.525920375411625,0,90
20,97,9,-5.578547736340018,0,90
21,95,9,-5.592509712514419,0,90
22,95,13,-5.286662543383421,0,86
23,102,12,-5.3723962557148,0,87
24,108,12,-5.460813063855458,0,88
25,116,11,-5.361391495326713,0,84
26,112,11,-5.353670009864597,0,85
27,110,10,-5.3431130409794605,0,85
28,111,10,-5.372145930100079,0,86
29,108,13,-5.15974106576341,0,83
30,110,12,-5.242959755468086,0,83
31,108,12,-5.2369940847156045,0,84
32,114,12,-5.20564848121273,0,81
33,117,11,-5.255901959116212,0,82
34,122,11,-5.191536568231296,0,80
35,127,11,-5.122829585561596,0,77
36,132,10,-5.057251772905092,0,75
37,136,10,-4.976287619183967,0,73
38,140,10,-4.949046098015404,0,71
39,144,10,-4.866802269904104,0,70
40,148,9,-4.815125438408663,0,68
41,152,9,-4.763966709791795,0,66
42,155,9,-4.722506186649187,0,65
43,158,9,-4.670510307948621,0,63
44,161,8,-4.622509539204389,0,62
45,159,8,-4.6521696530924785,0,63
46,158,8,-4.704659529317099,0,63
47,161,8,-4.674981911476526,0,62
48,161,10,-4.580692924657746,0,61
49,161,10,-4.6354834990331755,0,62
50,159,9,-4.677792506889407,0,62
51,162,9,-4.655906850657905,0,61
52,160,9,-4.703854998799623,0,62
53,157,11,-4.598228054377408,0,61
54,158,12,-4.522363775961272,0,60
55,161,12,-4.504774871578121,0,58
56,163,12,-4.480722211321874,0,57
57,165,12,-4.461137704322274,0,56
58,165,11,-4.497880707115451,0,57
59,164,11,-4.541129073864791,0,58
60,167,11,-4.527179057686014,0,57
61,165,11,-4.5587774689352445,0,58
62,166,11,-4.604048870084665,0,58
63,167,10,-4.656308346386364,0,59
64,169,10,-4.7050216162057845,0,60
65,169,10,-4.7471830695320705,0,60
66,168,10,-4.768891511333346,0,61
67,170,10,-4.814072314079052,0,61
68,172,10,-4.784717309302778,0,60
69,173,10,-4.843213103329533,0,61
70,171,9,-4.858564623556542,0,61
71,169,11,-4.7756340055271504,0,61
72,167,10,-4.80270018800178,0,61
73,166,10,-4.81353233064345,0,62
74,168,10,-4.7889569536652985,0,61
75,167,10,-4.816744613175729,0,61
76,165,10,-4.822697778077634,0,62
77,164,10,-4.839346617005988,0,62
78,164,10,-4.868751025519239,0,63
79,164,10,-4.885662687816347,0,63
80,165,9,-4.933129201400654,0,64
81,165,9,-4.9584579101478825,0,64
82,166,9,-4.947828269304327,0,63
83,168,9,-4.942229017467217,0,63
84,169,9,-4.935254137767392,0,62
85,170,9,-4.965454859256884,0,62
86,172,9,-5.01119705425405,0,63
87,172,9,-5.043901224148215,0,63
88,172,8,-5.073730664969839,0,64
89,172,8,-5.107308194422689,0,64
90,171,8,-5.113226432710035,0,64
91,171,8,-5.145964102848523,0,65
92,170,8,-5.1543511636466155,0,65
93,169,8,-5.174961168297464,0,65
94,169,8,-5.20624307342636,0,66
95,171,8,-5.192206115013955,0,65
96,171,8,-5.223559290977921,0,65
97,169,9,-5.160053583927126,0,65
98,167,10,-5.094537769405036,0,64
99,169,10,-5.070471351266092,0,64
100,171,10,-5.040235681320114,0,63
101,170,10,-5.027287560015025,0,63
102,170,9,-5.0860799093135896,0,64
103,170,9,-5.098727996518169,0,64
104,168,9,-5.079340003471766,0,64
105,170,9,-5.045679431887288,0,63
106,170,9,-5.059198947210384,0,63
107,170,10,-4.98854197364431,0,62
108,171,11,-4.922582030444278,0,61
109,171,11,-4.924038376131807,0,61
110,170,12,-4.8481374942640425,0,60
111,173,12,-4.811641104215774,0,59
112,173,12,-4.802997807647366,0,59
113,174,12,-4.813697312955078,0,59
114,175,13,-4.74069849166211,0,57
115,175,13,-4.751918968634341,0,57
116,178,13,-4.732355015006974,0,56
117,179,13,-4.756136285361731,0,56
118,181,12,-4.807204137488165,0,56
119,183,13,-4.751579210447613,0,56
120,183,14,-4.673514514236245,0,55
121,182,15,-4.60380198417371,0,54
122,184,14,-4.641285150890412,0,54
123,184,14,-4.586132199786493,0,53
124,183,15,-4.4940320160742475,0,52
125,183,15,-4.487960823252338,0,52
126,186,15,-4.470684372523624,0,51
127,186,15,-4.471317627889889,0,51
128,187,16,-4.403898727110131,0,50
129,188,16,-4.4058140969445185,0,50
130,188,17,-4.323868851499224,0,49
131,189,18,-4.267567153584837,0,48
132,189,18,-4.269060961108587,0,48
133,190,18,-4.239682006042674,0,47
134,188,19,-4.202110847156689,0,47
135,187,20,-4.182355736912102,0,47
136,187,20,-4.235688259600554,0,48
137,187,20,-4.257116134096284,0,48
138,184,20,-4.276324117504625,0,49
139,182,21,-4.246720001951032,0,49
140,179,22,-4.203765515890261,0,49
141,176,23,-4.163113159661241,0,49
142,176,23,-4.1599992575733244,0,49
143,174,23,-4.186262742298002,0,50
144,174,23,-4.1785820774040054,0,50
145,176,23,-4.143578726337307,0,49
146,176,23,-4.130702123562822,0,49
147,173,23,-4.149144707268804,0,50
148,172,23,-4.13430695132374,0,50
149,171,23,-4.114975573087793,0,50
150,172,23,-4.112158998069351,0,50
151,170,23,-4.132334538858993,0,51
152,170,24,-4.047231107431141,0,50
153,172,23,-4.130504206719486,0,51
154,170,23,-4.113364911352234,0,51
155,170,23,-4.097313160719985,0,51
156,170,23,-4.080855255849363,0,51
157,168,24,-4.036981162231729,0,51
158,168,25,-3.9619166121293325,0,50
159,167,26,-3.8773425687859504,0,49
160,166,26,-3.89966502781366,0,50
161,165,27,-3.8171132202643436,0,49
162,164,28,-3.7298696094672574,0,48
163,162,28,-3.6346289067120754,0,47
164,162,28,-3.5689164279946066,0,46
165,161,30,-3.4787286370698145,0,45
166,163,30,-3.442632502271881,0,44
167,163,31,-3.377210378824966,0,43
168,161,32,-3.3393223022147867,0,43
169,161,32,-3.276880732447935,0,42
170,162,33,-3.2036679319537145,0,41
171,165,32,-3.281341643353262,0,42
172,165,32,-3.260771174844085,0,42
173,167,32,-3.2223414881793726,0,41
174,165,33,-3.1850414426594216,0,41
175,165,34,-3.103622012181786,0,40
176,165,35,-3.0364074108625028,0,39
177,164,35,-3.020748359210902,0,39
178,163,36,-2.933140472608338,0,38
179,165,36,-2.8956687048718415,0,37
180,165,36,-2.826337773579926,0,36
181,167,36,-2.7860958144686263,0,35
182,166,37,-2.7452782269765703,0,35
183,166,37,-2.730452064749534,0,35
184,165,38,-2.680035504548268,0,35
185,163,39,-2.5872723241650784,0,34
186,160,40,-2.4888698357750947,0,33
187,158,41,-2.3986720113303273,0,32
188,159,41,-2.347576540827995,0,31
189,159,42,-2.2493816777439317,0,30
190,161,42,-2.2247728149780936,0,28
191,161,43,-2.1289621883302585,0,28
192,164,43,-2.0980277292521325,0,27
193,165,43,-2.040890979846024,0,26
194,164,44,-1.9491061965818677,0,25
195,164,44,-1.9360633185690108,0,25
196,162,45,-1.8392591162326584,0,24
197,163,45,-1.8347487492903907,0,24
198,165,44,-1.8712250109151478,0,24
199,165,44,-1.8640889224306352,0,24
200,164,45,-1.8196350611201684,0,24
201,163,46,-1.751042373011585,0,23
202,164,46,-1.7106444295018424,0,22
203,164,47,-1.6273125266455077,0,21
204,166,47,-1.5795445470606113,0,20
205,166,47,-1.6098649041937803,0,21
206,168,47,-1.6132792243240124,0,21
207,168,47,-1.6122068838025165,0,21
208,168,47,-1.609444952355368,0,21
209,167,48,-1.54495466804108,0,20
210,168,48,-1.5386601741865684,0,20
211,165,49,-1.5032263739429412,0,20
212,164,50,-1.4233387340602144,0,19
213,163,51,-1.3504081419060616,0,18
214,164,50,-1.4245498479665344,0,19
215,164,51,-1.3464873369336214,0,18
216,162,52,-1.3065990146966737,0,18
217,163,52,-1.245512933781772,0,17
218,161,53,-1.2110029766355523,0,17
219,160,52,-1.250405626040863,0,18
220,160,52,-1.2436679639364387,0,18
221,160,52,-1.2412030889185348,0,18
222,158,53,-1.2122922542829997,0,18
223,158,54,-1.1995013326240929,0,18
224,158,54,-1.2141593665696906,0,18
225,158,54,-1.2092176259027088,0,18
226,156,55,-1.1613878959321278,0,18
227,158,55,-1.134250236873138,0,17
228,159,54,-1.1606071851916544,0,17
229,158,54,-1.1568202015786277,0,17
230,159,53,-1.1808739383404987,0,17
231,160,53,-1.1825381321210238,0,17
232,158,54,-1.1165098886803548,0,17
233,155,55,-1.0655296133138996,0,17
234,154,55,-1.0616159251594741,0,17
235,152,55,-1.0377451278462626,0,17
236,152,55,-0.9675713680339482,0,16
237,152,55,-0.9518728447334592,0,16
238,153,55,-0.9472458300321318,0,16
239,156,54,-0.9849299814805431,0,16
240,156,54,-0.9897130691932557,0,16
241,156,54,-0.9883385482986501,0,16
242,154,55,-0.9451125812832447,0,16
243,154,56,-0.8809914391090911,0,15
244,151,56,-0.8503576543812573,0,15
245,151,56,-0.8455905886371489,0,15
246,153,57,-0.782353269146131,0,14
247,156,59,-0.7357370719380537,0,13
248,158,57,-0.7761760476576797,0,13
249,160,59,-0.7228026812306393,0,12
250,160,60,-0.6516439110988336,0,11
251,159,61,-0.580680180436118,0,10
252,159,61,-0.5774536542103464,0,10
253,158,62,-0.48426159645410505,0,9
254,158,61,-0.5483296177715943,0,10
255,156,62,-0.5089208767743526,0,10
256,155,63,-0.48772379493497053,0,10
257,155,63,-0.488988919695073,0,10
258,155,63,-0.48137715655473357,0,10
259,158,62,-0.5148894321274361,0,10
260,159,63,-0.46206345982700214,0,9
261,160,63,-0.46955935136251126,0,9
262,159,63,-0.46625762838713625,0,9
263,159,63,-0.4674185321654272,0,9
264,158,63,-0.5264110779426278,0,10
265,158,63,-0.5310816920423327,0,10
266,158,63,-0.5161313787467384,0,10
267,158,62,-0.5246875551261633,0,10
268,157,62,-0.5167317522236567,0,10
269,156,63,-0.47570693022463956,0,10
270,156,63,-0.48786358877217706,0,10
271,154,64,-0.4057888202754998,0,9
272,154,65,-0.34146484486425605,0,8
273,152,66,-0.30612472208374814,0,8
274,152,66,-0.30028100901208515,0,8
275,152,66,-0.29086771361929775,0,8
276,154,66,-0.3166322690305219,0,8
277,154,67,-0.2594721024959267,0,7
278,154,67,-0.25792096002136305,0,7
279,152,68,-0.21696699711632164,0,7
280,149,69,-0.17839386479150335,0,7
281,147,70,-0.14195930914189148,0,7
282,148,69,-0.17215857898015885,0,7
283,145,70,-0.12760486969396653,0,7
284,144,70,-0.12144921166290942,0,7
285,143,70,-0.1274865884071164,0,7
286,143,70,-0.11382948568257917,0,7
287,143,70,-0.10529676590529334,0,7
288,141,71,-0.06049654854672326,0,7
289,140,71,-0.056135545729264325,0,7
290,137,72,-0.005034046944074362,0,7
291,136,72,-0.002843529699148348,0,7
292,136,72,0.0013145057876317878,0,7
293,134,73,0.032693422180127524,0,7
294,134,73,0.03244453635732498,0,7
295,133,74,0.06452078480691853,0,7
296,133,74,0.06005122430575284,0,7
297,133,74,0.06237901472672092,0,7
298,130,75,0.09741518937904402,0,7
299,127,76,0.1344459397542778,0,7
300,126,76,0.14437997158956933,0,7
301,125,76,0.15110966040383572,0,7
302,124,77,0.18196775937807616,0,7
303,124,77,0.18027886902071258,0,7
304,122,78,0.2105329739910485,0,7
305,120,79,0.3006344768989766,0,6
306,118,80,0.38502982628979227,0,5
307,117,80,0.3826506617196355,0,5
308,116,80,0.3871657192979365,0,5
309,117,80,0.3996327046856641,0,5
310,117,80,0.40225627454625285,0,5
311,117,80,0.4064023014500162,0,5
312,116,80,0.4130557772971406,0,5
313,116,80,0.42230103932206475,0,5
314,114,81,0.49754799783322595,0,4
315,113,81,0.5047892565547045,0,4
316,113,81,0.5152605892146493,0,4
317,110,82,0.5474349149792215,0,4
318,110,82,0.5632626698897911,0,4
319,109,83,0.6335684132144342,0,3
320,109,83,0.6338868551479209,0,3
321,110,83,0.6339141865504098,0,3
322,109,83,0.6477955051100617,0,3
323,107,82,0.6094026943909739,0,4
324,107,82,0.6213044632631317,0,4
325,104,83,0.6544533628607132,0,4
326,104,83,0.6578851403351109,0,4
327,101,84,0.6977309078055077,0,4
328,99,84,0.666759426217086,0,5
329,101,83,0.6327882076433161,0,5
330,99,84,0.6748858648656301,0,5
331,98,84,0.6853508936267508,0,5
332,98,84,0.6788839044005772,0,5
333,98,84,0.684564591327512,0,5
334,99,84,0.689660837364213,0,5
335,99,84,0.692328369631873,0,5
336,96,85,0.7190166713810368,0,5
337,93,86,0.7635625737810596,0,5
338,92,87,0.8421723543151575,0,4
339,90,88,0.8856836284177961,0,4
340,92,87,0.857848384805734,0,4
341,93,87,0.8568780708632084,0,4
342,92,87,0.8573433915635224,0,4
343,91,87,0.8611978776117075,0,4
344,91,87,0.85720400945444,0,4
345,91,87,0.8505986199449262,0,4
346,89,87,0.8580903205917139,0,4
347,87,87,0.8820481436869568,0,4
348,84,88,0.923180634011992,0,4
349,82,88,0.9412410481740926,0,4
350,80,88,0.9546649651764574,0,4
351,80,87,0.8895178907665877,0,5
352,80,87,0.8940471046532957,0,5
353,80,87,0.8913408261489576,0,5
354,79,88,0.9629775359474706,0,4
355,79,88,0.9627552508323106,0,4
356,78,88,0.9629072329904056,0,4
357,77,88,0.9772913426872446,0,4
358,76,88,0.9800960470766268,0,4
359,76,89,1.0006888063071755,0,4
360,73,89,1.0188065666896773,0,4
361,73,89,1.025174436718812,0,4
362,73,89,1.0271515112865064,0,4
363,73,89,1.0241219961206707,0,4
364,71,90,1.1118140631407778,0,3
365,72,90,1.1235206078908277,0,3
366,69,91,1.1573277807056774,0,3
367,67,92,1.1900257252486381,0,3
368,69,92,1.1709786041112284,0,3
369,68,92,1.1682618370148021,0,3
370,67,92,1.1797317716717999,0,3
371,69,91,1.1470998699902748,0,3
372,71,91,1.132807830994684,0,3
373,71,91,1.130901542628385,0,3
374,70,91,1.1339071705832293,0,3
375,69,91,1.1284603250131158,0,3
376,67,91,1.1572696863166174,0,3
377,67,91,1.164836867063318,0,3
378,67,91,1.162739085502003,0,3
379,67,91,1.1610689309125564,0,3
380,66,91,1.158868413574787,0,3
381,66,91,1.1724756026084333,0,3
382,63,92,1.2160616168797833,0,3
383,63,92,1.2218805578349974,0,3
