Episode,Step,Avg_Success,Avg_Reward,Avg_Cost,Avg_Collision
0,29,0,-5.771299030631781,0,100
1,19,0,-5.412050183978863,0,100
2,30,33,-3.194660776598463,0,66
3,37,25,-3.666322502987839,0,75
4,48,20,-4.2050334416635,0,80
5,54,16,-4.726066619881711,0,83
6,54,14,-4.835834937857173,0,85
7,53,25,-4.058181491698605,0,75
8,49,22,-4.1624069454102886,0,77
9,51,20,-4.3187250079033905,0,80
10,49,18,-4.4469819949140605,0,81
11,53,16,-4.709473982271429,0,83
12,53,15,-4.796422704850539,0,84
13,49,21,-4.382392511646929,0,78
14,51,20,-4.511363806367914,0,80
15,49,18,-4.561671119483421,0,81
16,47,17,-4.60731649974887,0,82
17,45,22,-4.288436747422856,0,77
18,43,21,-4.340835186072282,0,78
19,42,20,-4.414610424889531,0,80
20,45,19,-4.498297529113524,0,80
21,51,18,-4.626967821678994,0,81
22,57,17,-4.738409543647826,0,82
23,55,16,-4.760743857977398,0,83
24,55,16,-4.821293341587289,0,84
25,53,15,-4.833440574830783,0,84
26,56,14,-4.9129473292222245,0,85
27,55,14,-4.929463981612628,0,85
28,55,13,-4.961556541640417,0,86
29,58,13,-5.080419434656801,0,86
30,57,12,-5.082123730034335,0,87
31,60,12,-5.16531750792938,0,87
32,60,12,-5.149605900094237,0,87
33,62,11,-5.223624459956648,0,88
34,65,11,-5.251651544731372,0,88
35,64,11,-5.248072344404382,0,88
36,62,10,-5.249671192904678,0,89
37,62,10,-5.26055235679359,0,89
38,61,10,-5.267784788979643,0,89
39,67,10,-5.344788119017943,0,90
40,66,9,-5.331828808464524,0,90
41,71,9,-5.429600935913051,0,90
42,71,9,-5.460886819863311,0,90
43,71,9,-5.441751639931056,0,90
44,71,11,-5.290583024231207,0,88
45,76,10,-5.228872026048318,0,86
46,80,10,-5.312874599146368,0,87
47,80,10,-5.310043604466723,0,87
48,79,12,-5.186335084807065,0,85
49,80,12,-5.201563560663922,0,86
50,79,13,-5.076762481354482,0,84
51,83,13,-5.022340576736562,0,82
52,87,13,-5.00135919179661,0,81
53,88,12,-5.052026912068628,0,81
54,90,14,-4.96263768812522,0,80
55,94,14,-4.927298888467179,0,78
56,96,15,-4.859150710248634,0,77
57,99,15,-4.852548144222146,0,75
58,103,15,-4.826398984472162,0,74
59,106,15,-4.793621955492013,0,73
60,108,16,-4.724539252701982,0,72
61,112,16,-4.692127046740182,0,70
62,114,15,-4.673961137400201,0,69
