Episode,Step,Avg_Success,Avg_Reward,Avg_Cost,Avg_Collision
0,15,0,-3.23040027031675,0,100
1,37,0,-5.5965396710671484,0,100
2,28,0,-4.881683717481792,0,100
3,71,0,-4.958949934625707,0,100
4,63,0,-4.6464805954543404,0,100
5,68,0,-4.5283277175525045,0,100
6,62,0,-4.534313840883052,0,100
7,58,0,-4.461958194988256,0,100
8,54,0,-4.305092127647691,0,100
9,59,0,-4.197794988901296,0,100
10,57,0,-4.17217674051889,0,100
11,55,0,-4.115551754488176,0,100
12,52,0,-4.035523946831605,0,100
13,49,0,-3.989513800151274,0,100
14,47,0,-3.938462808794429,0,100
15,47,0,-3.926156392790517,0,100
16,46,0,-3.9060057698060358,0,100
17,47,0,-3.8287402364163023,0,100
18,46,0,-3.8117560588800283,0,100
19,45,0,-3.7323194371672797,0,100
20,44,0,-3.7225240505918227,0,100
21,46,0,-3.695410254635466,0,100
22,46,0,-3.683860124687825,0,100
23,46,0,-3.731699501020406,0,100
24,47,0,-3.799345913838333,0,100
25,46,0,-3.8046807421906124,0,100
26,45,0,-3.817490893253745,0,100
27,46,0,-3.829328912535597,0,100
28,46,0,-3.8178782721683846,0,100
29,46,0,-3.768296186122219,0,100
30,45,0,-3.7608599580527233,0,100
31,45,0,-3.7142705838839447,0,100
32,44,0,-3.6848086206801147,0,100
33,44,0,-3.7105784111376767,0,100
34,44,0,-3.7227120929445454,0,100
35,44,0,-3.746788353961367,0,100
36,43,0,-3.7479609357666246,0,100
37,42,0,-3.731025123824733,0,100
38,42,0,-3.736123836393325,0,100
39,42,0,-3.735841829140554,0,100
40,42,0,-3.7342079585366994,0,100
41,41,0,-3.7228596254578967,0,100
42,41,0,-3.7173586111315418,0,100
43,41,0,-3.7411190437507518,0,100
44,41,0,-3.744112567952834,0,100
45,40,0,-3.7405388156513926,0,100
46,40,0,-3.754948879302321,0,100
47,41,0,-3.754668250240987,0,100
48,40,0,-3.810970818307916,0,100
49,40,0,-3.8110179992835036,0,100
50,40,0,-3.821666289639075,0,100
51,40,0,-3.818014083543569,0,100
52,40,0,-3.827828494767457,0,100
53,39,0,-3.815970989777733,0,100
54,39,0,-3.820861695441528,0,100
55,39,0,-3.8250638531725776,0,100
56,40,0,-3.862136115864631,0,100
57,40,0,-3.8652094592923416,0,100
58,40,0,-3.8357985169181874,0,100
59,39,0,-3.833782415473062,0,100
60,41,0,-3.8425946803917825,0,100
61,41,0,-3.8312605894019756,0,100
62,41,0,-3.8303081776039685,0,100
63,41,0,-3.8580917518988116,0,100
64,41,0,-3.8618487614846555,0,100
65,41,0,-3.880961165452487,0,100
66,44,0,-3.884424910967,0,100
67,45,0,-3.909704566127496,0,100
68,45,0,-3.9516979874853093,0,100
69,48,0,-3.9751091870748887,0,98
70,48,0,-3.9705402251520097,0,98
71,52,0,-3.991714468043622,0,97
72,55,0,-4.058627364491694,0,97
73,58,0,-4.10114233305028,0,95
74,58,0,-4.085319065392529,0,96
75,61,0,-4.1031138799546625,0,94
76,63,0,-4.137209655803843,0,94
77,64,0,-4.221152083191776,0,94
78,67,0,-4.246285170984277,0,93
79,70,0,-4.251751444926265,0,92
80,73,0,-4.287075531800501,0,91
81,73,0,-4.287621685836434,0,91
82,75,0,-4.330028489886319,0,91
83,77,0,-4.374844369447634,0,91
84,79,0,-4.365793565331532,0,91
85,78,0,-4.361386265864905,0,91
86,79,0,-4.366498432827343,0,91
87,81,0,-4.330464933158665,0,90
88,81,0,-4.332446141640176,0,91
89,81,0,-4.340142446570897,0,91
90,82,0,-4.347992924042516,0,91
91,81,0,-4.332867846834817,0,91
92,82,0,-4.3738905448085905,0,91
93,83,0,-4.388256519027243,0,91
94,83,0,-4.396154746716974,0,91
95,83,0,-4.4012950573666005,0,91
96,84,0,-4.435222729761241,0,91
97,84,0,-4.441866888692119,0,91
98,87,0,-4.416417911609693,0,90
99,86,0,-4.4151337443231435,0,91
100,89,0,-4.4568321757601055,0,90
101,91,0,-4.443763743264176,0,90
102,94,0,-4.488759253208741,0,89
103,95,0,-4.534616556306287,0,89
104,95,0,-4.524245481792609,0,89
105,94,0,-4.527959272800076,0,89
106,95,0,-4.547071195090252,0,89
107,98,0,-4.534842599645604,0,88
108,99,0,-4.5634625341386394,0,88
109,99,0,-4.591603229913785,0,88
110,102,0,-4.612334093769719,0,87
111,105,0,-4.643477862595287,0,86
112,107,0,-4.673609633880228,0,85
113,108,0,-4.685732328376003,0,85
114,110,0,-4.756646790574855,0,85
115,111,0,-4.77554880400658,0,85
116,112,0,-4.797473247698186,0,85
117,112,0,-4.828221984703236,0,85
118,114,0,-4.864836156239876,0,85
119,114,0,-4.8830427874411955,0,85
120,116,0,-4.91902579927028,0,85
121,118,0,-4.915193655650623,0,84
122,118,0,-4.923829779440098,0,84
123,118,0,-4.941555994550258,0,84
124,120,0,-4.94289000624311,0,83
125,121,0,-4.941230536577791,0,83
126,124,0,-4.9653869839148,0,82
127,126,0,-5.004514764896053,0,81
