Episode,Step,Avg_Success,Avg_Reward,Avg_Cost,Avg_Collision
0,53,0,-4.154582161892904,0,100
1,55,0,-4.811958121819771,0,100
2,44,0,-4.482338493680193,0,100
3,41,0,-4.132248408503074,0,100
4,36,0,-4.052309458231321,0,100
5,38,0,-4.191796063047756,0,100
6,37,0,-4.222983594376793,0,100
7,39,0,-4.198162420121662,0,100
8,38,0,-4.147057916910853,0,100
9,37,0,-4.146336856851121,0,100
10,35,0,-4.083009833845691,0,100
11,34,0,-4.030744758623769,0,100
12,36,0,-4.08407998002188,0,100
13,41,0,-4.072401480013339,0,100
14,41,0,-4.094781078456435,0,100
15,40,0,-4.08020191738251,0,100
16,40,0,-4.1203007514499514,0,100
17,39,0,-4.091731939615581,0,100
18,38,0,-4.080026413652951,0,100
19,39,0,-4.198201089255235,0,100
20,39,0,-4.203317752104167,0,100
21,38,0,-4.185714705335571,0,100
22,38,0,-4.1979598377836975,0,100
23,38,0,-4.259463718080042,0,100
24,37,0,-4.220353176981734,0,100
25,38,0,-4.2078114483791484,0,100
26,37,0,-4.161357977665493,0,100
27,36,0,-4.131001220630163,0,100
28,36,0,-4.087337885851569,0,100
29,35,0,-4.063236110452514,0,100
30,35,0,-4.073248639384298,0,100
31,35,0,-4.09195736702236,0,100
32,35,0,-4.108940628326144,0,100
33,35,0,-4.120108199275658,0,100
34,34,0,-4.089402051466875,0,100
35,35,0,-4.115992996839042,0,100
36,34,0,-4.117198203058521,0,100
37,34,0,-4.110567722172977,0,100
38,34,0,-4.0983875193011885,0,100
39,34,0,-4.08830256798301,0,100
40,34,0,-4.162268773127147,0,100
41,33,0,-4.144621762178022,0,100
42,33,0,-4.1310227588223505,0,100
43,32,0,-4.109683490704728,0,100
44,33,0,-4.120648625086728,0,100
45,32,0,-4.1086830317076615,0,100
46,32,0,-4.112199780796104,0,100
47,32,0,-4.090382203107917,0,100
48,31,0,-4.070104512611579,0,100
49,32,0,-4.078562244453788,0,100
50,32,0,-4.0727270141712735,0,100
51,32,0,-4.056909112669298,0,100
52,32,0,-4.063355297462895,0,100
53,31,0,-4.065112873961307,0,100
54,32,0,-4.069198152420656,0,100
55,31,0,-4.065775332521168,0,100
56,32,0,-4.066291570546909,0,100
57,31,0,-4.052094193341904,0,100
58,31,0,-4.042537352549562,0,100
59,31,0,-4.038509133316378,0,100
60,31,0,-4.051745153037849,0,100
61,32,0,-4.045954611788822,0,100
62,33,0,-4.071126824501595,0,100
63,33,0,-4.067141381185024,0,100
64,33,0,-4.112445311195915,0,100
65,33,0,-4.101395852064095,0,100
66,33,0,-4.089300375818596,0,100
67,33,0,-4.088154165804607,0,100
68,33,0,-4.088296343880558,0,100
69,34,0,-4.0827567811300725,0,100
70,34,1,-3.9693181189243365,0,98
71,34,1,-3.9542285686741,0,98
72,34,1,-3.9636997825609424,0,98
73,34,1,-3.9773050992802923,0,98
74,34,1,-3.9740924040106864,0,98
75,37,1,-4.035682817418523,0,98
76,37,1,-4.0252237796431745,0,98
77,38,1,-4.044912136654602,0,98
78,42,1,-4.0764832754393865,0,97
79,41,1,-4.060844033553304,0,97
80,45,1,-4.034539940722032,0,96
81,46,1,-4.06757634572138,0,96
82,46,1,-4.074902579732247,0,96
83,50,1,-4.065983295345567,0,95
84,49,1,-4.063672296214431,0,95
85,52,1,-4.07594608411421,0,94
86,54,1,-4.118421362218883,0,94
87,54,1,-4.120014215293808,0,94
88,54,1,-4.116805224761285,0,94
89,54,1,-4.106569979863181,0,94
90,54,1,-4.083549045275244,0,94
91,57,1,-4.074462853323815,0,93
92,57,1,-4.0805206028367085,0,93
93,57,1,-4.089098549177776,0,93
94,57,1,-4.085497647912991,0,93
95,56,1,-4.082041980196095,0,93
96,57,1,-4.088526342176395,0,93
97,57,1,-4.10043809928427,0,93
98,57,1,-4.0925127205994825,0,93
99,58,1,-4.102846302781981,0,94
100,58,1,-4.108850516798702,0,94
101,59,1,-4.119196754513105,0,94
102,59,1,-4.1325488466541,0,94
103,61,1,-4.189439117759612,0,94
104,62,1,-4.208729637530633,0,94
105,65,1,-4.16464542827338,0,93
106,68,1,-4.188861212848551,0,92
107,70,1,-4.248323497684669,0,92
108,71,1,-4.266242729155765,0,92
109,71,1,-4.280468838732177,0,92
110,73,1,-4.329099263158114,0,92
111,75,1,-4.374487150031983,0,91
112,77,1,-4.391493169930163,0,91
113,78,1,-4.428354835574265,0,90
114,81,1,-4.475127051349245,0,90
115,83,1,-4.497180218269986,0,90
116,86,1,-4.518162330120449,0,89
117,88,1,-4.554682150386779,0,89
118,90,1,-4.580307588163614,0,88
119,93,1,-4.5849565184633505,0,87
120,93,1,-4.576183296326108,0,87
121,94,1,-4.60110741576651,0,87
122,97,1,-4.5921135224486855,0,86
123,97,1,-4.59457672678725,0,86
124,98,1,-4.598079637264359,0,86
125,99,1,-4.628629730263178,0,86
126,102,1,-4.673494796452628,0,85
127,105,1,-4.6973752104415825,0,84
128,106,1,-4.741794615743324,0,84
129,109,1,-4.79565143285346,0,84
130,110,1,-4.794945777561493,0,84
131,110,1,-4.807555792066246,0,84
132,112,1,-4.831018462874904,0,84
133,113,1,-4.851941456780237,0,84
134,115,1,-4.869782221614491,0,84
135,117,1,-4.885616584886861,0,83
136,117,1,-4.893044401552593,0,83
137,118,1,-4.903763939441246,0,83
138,119,1,-4.917254908174341,0,83
139,119,1,-4.923083522451175,0,83
140,120,1,-4.898813747395994,0,83
141,120,1,-4.900538659417302,0,83
142,123,1,-4.9005238884200795,0,83
143,125,1,-4.93271611853293,0,83
144,127,1,-4.953992175424769,0,82
145,128,1,-4.98143310679317,0,82
146,131,1,-4.996817136006989,0,81
147,134,1,-4.974997147847566,0,80
148,136,1,-5.005630447833787,0,80
149,136,1,-5.001471881845023,0,80
