Episode,Step,Avg_Success,Avg_Reward,Avg_Cost,Avg_Collision
0,68,0,-4.621629732660949,0,100
1,76,0,-5.754485003417358,0,100
2,133,0,-6.696029597034794,0,100
3,104,0,-6.360808954861568,0,100
4,99,0,-6.39428138564981,0,100
5,84,0,-6.187905769715144,0,100
6,78,0,-6.2270395992236445,0,100
7,76,0,-6.139827972916464,0,100
8,84,0,-6.345119599637757,0,100
9,77,0,-6.217824938401463,0,100
10,73,0,-6.18129623268297,0,100
11,81,0,-6.283485345966862,0,100
12,76,0,-6.185396572984666,0,100
13,71,7,-5.672153960628618,0,92
14,73,6,-5.775379439006793,0,93
15,69,6,-5.7609190755301825,0,93
16,72,5,-5.74764357007071,0,94
17,68,11,-5.36934920925301,0,88
18,71,10,-5.431091201317031,0,89
19,80,10,-5.518011727960402,0,90
20,85,9,-5.558229898320514,0,90
21,82,13,-5.2505696895390095,0,86
22,90,13,-5.381689810787382,0,86
23,90,16,-5.1226380941478356,0,83
24,92,16,-5.1791128251289775,0,84
25,95,15,-5.28658853183445,0,84
26,95,14,-5.316802514644358,0,85
27,102,14,-5.204057166548409,0,82
28,104,13,-5.214456260151941,0,82
29,103,13,-5.2373045027212966,0,83
30,106,12,-5.30619257652747,0,83
31,110,12,-5.36383816602978,0,84
32,108,12,-5.380176015976483,0,84
33,106,14,-5.194529670484051,0,82
34,112,14,-5.154726376883887,0,80
35,112,13,-5.199838914151921,0,80
36,111,16,-5.029228875319293,0,78
37,109,15,-5.069050962111664,0,78
38,109,17,-4.901019218258509,0,76
39,110,17,-4.940872079977953,0,77
40,111,17,-4.994267304319981,0,78
41,112,19,-4.875521809194739,0,76
42,112,20,-4.764468999941782,0,74
43,113,20,-4.7792807582982695,0,75
44,117,20,-4.747565657293105,0,73
45,117,21,-4.612807305939026,0,71
46,119,23,-4.529842351696371,0,70
47,123,22,-4.489606320313669,0,68
48,122,24,-4.388749812291243,0,67
49,123,26,-4.299398221017764,0,66
50,122,27,-4.204130916096534,0,64
51,121,26,-4.234209973949803,0,65
52,121,26,-4.256973418589864,0,66
53,124,25,-4.244336977366469,0,64
54,122,25,-4.262445829172,0,65
55,125,25,-4.241177004926612,0,64
56,125,26,-4.170137210559532,0,63
57,123,25,-4.183445679275133,0,63
58,123,25,-4.213677984356887,0,64
59,126,25,-4.182353845112084,0,63
60,129,24,-4.15534153673941,0,62
61,131,24,-4.216303474882748,0,62
62,134,23,-4.189974354259094,0,61
63,132,25,-4.104294084806156,0,60
64,135,24,-4.068891641204223,0,60
65,136,25,-4.005182392553142,0,59
66,135,25,-4.024846271375417,0,59
67,135,25,-4.04416420490813,0,60
68,135,26,-3.982410872493215,0,59
69,137,25,-3.940814109312305,0,58
70,136,26,-3.870810155611893,0,57
71,138,26,-3.8526619672284395,0,56
72,140,26,-3.9182538569401575,0,57
73,142,25,-3.9003537359415263,0,56
74,143,26,-3.8439139485845955,0,56
75,145,26,-3.8259111848663596,0,55
76,145,27,-3.769717898614025,0,54
77,144,28,-3.7134956557177317,0,53
78,145,27,-3.758674638034238,0,54
79,147,27,-3.7963452350265925,0,55
80,146,28,-3.740353914457978,0,54
81,148,28,-3.783397447629973,0,54
82,150,27,-3.7628443366029387,0,54
83,152,27,-3.741380662265653,0,53
84,152,28,-3.695785188361654,0,52
85,150,29,-3.6411830350086114,0,52
86,149,29,-3.588873880751112,0,51
87,149,30,-3.535749573151014,0,51
88,148,31,-3.488450026015435,0,50
89,148,32,-3.441032255843149,0,50
90,147,32,-3.3938292664932925,0,49
91,149,32,-3.3868905842041186,0,48
92,150,32,-3.3781658831056083,0,48
93,152,31,-3.3778424295801126,0,47
94,153,31,-3.3654692594135427,0,47
95,152,31,-3.3851938048491093,0,47
96,153,30,-3.414230992155672,0,48
97,152,31,-3.3692127149004,0,47
98,151,31,-3.3920454319253657,0,48
99,151,32,-3.355426673588427,0,48
100,154,32,-3.333117331133035,0,47
101,156,32,-3.2861631038540327,0,46
102,156,32,-3.2244617850252144,0,45
103,159,32,-3.189110375296841,0,44
104,161,32,-3.142988623171841,0,43
105,163,32,-3.1431670687587756,0,43
106,163,32,-3.131107922539122,0,43
107,163,33,-3.067359572500463,0,42
108,163,34,-2.9762552820126804,0,41
109,165,34,-2.9489428594896525,0,40
110,166,34,-2.9421799624082996,0,40
111,164,35,-2.8561801844973886,0,39
112,166,35,-2.873906983374509,0,39
113,169,35,-2.88705839484428,0,39
114,171,35,-2.838014450296396,0,38
115,172,35,-2.845798861148869,0,38
116,173,35,-2.808436873934097,0,37
117,175,35,-2.8166919067331584,0,37
118,176,35,-2.807184435184299,0,37
119,175,35,-2.7918882179065077,0,37
120,174,36,-2.7212381530751553,0,36
121,176,36,-2.739026488506588,0,36
122,176,36,-2.686958134978249,0,35
123,178,35,-2.7562199308355595,0,36
124,177,36,-2.682405230936474,0,35
125,178,36,-2.6221346225009983,0,34
126,178,37,-2.55244817221781,0,33
127,176,37,-2.583125062312574,0,34
128,177,37,-2.549164416547992,0,33
129,180,37,-2.5074608660698687,0,32
130,179,38,-2.4197763364039746,0,31
131,177,39,-2.338267821997961,0,30
132,177,40,-2.2688320880616994,0,28
133,177,40,-2.264513593039246,0,28
134,177,40,-2.2481566509028745,0,28
135,179,40,-2.203129287222928,0,28
136,179,40,-2.203015032113126,0,28
137,182,40,-2.1596670308781722,0,27
138,182,40,-2.1604501178653845,0,27
139,182,40,-2.1557043433657417,0,27
140,184,40,-2.113406409127874,0,26
141,183,39,-2.1632780296289456,0,27
142,185,38,-2.1746646375933234,0,27
143,185,38,-2.1682406377023655,0,27
144,185,38,-2.1619115207527284,0,27
145,186,38,-2.175398332445857,0,27
146,187,38,-2.177886026356664,0,27
147,184,39,-2.1417675573653834,0,27
148,187,38,-2.1718858065895255,0,27
149,186,37,-2.2236240126399207,0,28
150,186,37,-2.218079060772143,0,28
151,188,38,-2.1720823973389995,0,27
152,190,38,-2.1559675065515695,0,26
153,187,39,-2.1047746947004997,0,26
154,190,39,-2.0745864875884217,0,25
155,190,39,-2.1076055402315617,0,26
156,190,39,-2.0938385331636162,0,26
157,191,40,-2.0304778560093473,0,25
158,190,41,-1.964628096244378,0,24
159,190,41,-1.9729986055997506,0,24
160,190,41,-1.978296135594901,0,24
161,190,41,-1.9257555871324985,0,23
162,188,41,-1.9486807602001317,0,24
163,191,40,-1.9922332076457496,0,24
164,191,40,-1.995749313862525,0,24
165,189,40,-1.987291146722764,0,24
166,191,40,-1.9652612290796423,0,23
167,190,41,-1.9012601816127608,0,22
168,190,41,-1.8925021708299936,0,22
169,189,42,-1.8843343944973276,0,22
170,190,42,-1.8845236330511215,0,22
171,190,42,-1.880270635502584,0,22
172,189,43,-1.7834255427012067,0,21
173,189,43,-1.779050167012265,0,21
174,190,42,-1.8010369057208846,0,21
175,190,42,-1.809091415850253,0,21
176,191,41,-1.8322268279785021,0,21
177,191,41,-1.8291514246844418,0,21
178,189,42,-1.7422839175053924,0,20
179,187,43,-1.6661129980052647,0,19
180,189,42,-1.7560870153652832,0,20
181,189,42,-1.7089615008108194,0,19
182,189,42,-1.7118777431909962,0,19
183,186,43,-1.6804749962680194,0,19
184,184,43,-1.6716397154255516,0,19
185,187,42,-1.7076349713271315,0,19
186,188,42,-1.7095085510788317,0,19
187,187,42,-1.7067513206823763,0,19
188,190,41,-1.7289011219692998,0,19
189,189,41,-1.724840960336494,0,19
190,190,41,-1.7199792801417584,0,19
191,188,42,-1.6888211041773844,0,19
192,187,43,-1.6606809560782472,0,19
193,185,44,-1.620984185216255,0,19
194,184,45,-1.6016371590105678,0,19
195,185,45,-1.6101210317962955,0,19
196,186,45,-1.5737071669841476,0,18
197,189,44,-1.6166686877274128,0,18
198,190,44,-1.5813131231573585,0,17
199,192,43,-1.6044231228313197,0,17
200,192,43,-1.6076630242718397,0,17
201,190,44,-1.5725294047635157,0,17
202,187,44,-1.60019867966839,0,18
203,187,44,-1.6004394738161658,0,18
204,187,44,-1.6045071343004178,0,18
205,188,45,-1.5591764585785473,0,17
206,189,46,-1.5114162165525682,0,16
207,190,45,-1.5731837356573282,0,17
208,189,45,-1.5744135000110304,0,17
209,189,45,-1.5756147210295581,0,17
210,190,46,-1.5221602590309318,0,16
211,191,46,-1.5290194143299027,0,16
212,190,47,-1.4532470392636037,0,15
213,188,47,-1.4416929808741201,0,15
214,185,48,-1.4056829757632454,0,15
215,187,48,-1.3613571894067331,0,14
216,186,49,-1.3342337651147478,0,14
217,186,49,-1.3277514594228501,0,14
218,187,50,-1.2819571458401855,0,13
219,187,51,-1.2124693929677937,0,12
220,187,51,-1.2114534126986995,0,12
221,188,50,-1.2342830601563923,0,12
222,187,51,-1.203181262009182,0,12
223,187,52,-1.1341135606609873,0,11
224,188,52,-1.13721745488441,0,11
225,188,52,-1.137183217166055,0,11
226,187,52,-1.130346434537239,0,11
227,187,53,-1.067195867877051,0,10
228,185,54,-1.0291244040285141,0,10
229,182,55,-0.9976705193936118,0,10
230,183,55,-1.0049849587629591,0,10
231,184,55,-1.003394896345651,0,10
232,184,55,-0.9990994276961441,0,10
233,184,55,-0.9983045632687003,0,10
234,184,56,-0.9799244014535521,0,10
235,183,56,-0.9570774735151076,0,10
236,185,56,-0.9889187720359928,0,10
237,182,56,-0.9532560631088358,0,10
238,184,56,-0.9664704457332095,0,10
239,182,56,-0.9515880183560125,0,10
240,180,57,-0.906107990472699,0,10
241,180,59,-0.8462063272818477,0,9
242,178,60,-0.8203288045860927,0,9
243,177,61,-0.7610794139130076,0,8
244,174,62,-0.7217870969058049,0,8
245,175,61,-0.742692395105455,0,8
246,175,60,-0.7528862038196302,0,8
247,175,60,-0.7489033837930538,0,8
248,175,60,-0.7483381985713231,0,8
249,176,61,-0.6894340463476283,0,7
250,175,61,-0.6867315845078292,0,7
251,174,60,-0.7216545515604912,0,8
252,172,61,-0.6698816664336437,0,8
253,174,60,-0.7011456775783835,0,8
254,172,61,-0.665237743035209,0,8
255,170,62,-0.5882368460911994,0,7
256,170,61,-0.6591336038276814,0,8
257,170,61,-0.6585120802988559,0,8
258,170,61,-0.6521941041791388,0,8
259,169,61,-0.6834888979588095,0,9
260,167,62,-0.6431808605680044,0,9
261,164,63,-0.6109006261299829,0,9
262,165,64,-0.5525543787174638,0,8
263,165,64,-0.5522133681836522,0,8
264,163,65,-0.5146026158687846,0,8
265,163,65,-0.5091138161631489,0,8
266,161,66,-0.45986455415213184,0,8
267,164,65,-0.4839808418190432,0,8
268,164,64,-0.5475203229518002,0,9
269,163,64,-0.5411105399865255,0,9
270,163,64,-0.5382384220329323,0,9
271,162,64,-0.5794748193004989,0,10
272,161,64,-0.5819835481398105,0,10
273,161,65,-0.5628686047257497,0,10
274,159,66,-0.5285599072590549,0,10
275,156,67,-0.48645456871135595,0,10
276,153,68,-0.4564717661138411,0,10
277,155,68,-0.45472330602489364,0,10
278,154,68,-0.45689521774996594,0,10
279,155,67,-0.5410105534653985,0,11
280,154,68,-0.43606295017170393,0,10
281,151,69,-0.39713010453496733,0,10
282,149,70,-0.35749588820984857,0,10
283,149,70,-0.3549018520130244,0,10
284,149,70,-0.3533073881793439,0,10
285,147,71,-0.31123011086066754,0,10
286,147,71,-0.30324714674977943,0,10
287,147,70,-0.3656556571592205,0,11
288,146,71,-0.3461415274921069,0,11
289,145,70,-0.4094284158982532,0,12
290,145,69,-0.4811611470477851,0,13
291,147,68,-0.51762839287421,0,13
292,146,67,-0.5768248783088871,0,14
293,145,67,-0.5695742731485166,0,14
294,144,67,-0.5536673387968563,0,14
295,143,68,-0.4800929922883529,0,13
296,140,69,-0.44048369784084346,0,13
297,138,70,-0.3935166762370659,0,13
298,135,71,-0.3611311180744974,0,13
299,134,72,-0.3340640558250357,0,13
300,132,72,-0.3558457698785219,0,14
301,134,72,-0.3792594947313205,0,14
302,135,72,-0.37320537033456047,0,14
303,133,73,-0.3456223733652382,0,14
304,130,73,-0.3726209675566292,0,15
305,128,73,-0.35561855193474684,0,15
306,126,73,-0.33413480102124365,0,15
307,128,73,-0.2974798607178286,0,14
308,129,72,-0.3591140267185415,0,15
309,129,72,-0.3436100876654905,0,15
310,128,71,-0.3989650470502761,0,16
311,127,71,-0.3932501826157727,0,16
312,128,71,-0.38863651723604337,0,16
313,128,71,-0.3801434663216401,0,16
314,128,71,-0.384263707939333,0,16
315,126,72,-0.3529658000194081,0,16
316,125,72,-0.34885427099445,0,16
317,124,72,-0.343627019755329,0,16
318,122,72,-0.32157782759797326,0,16
319,123,72,-0.3327335442790877,0,16
320,122,72,-0.32658029799378485,0,16
321,120,73,-0.2870594236840748,0,16
322,118,73,-0.27139664328005664,0,16
323,118,73,-0.2711657180783891,0,16
324,118,73,-0.26267739540280444,0,16
325,116,74,-0.23236746902217192,0,16
326,115,74,-0.23400809423433885,0,16
327,116,74,-0.228930258193393,0,16
328,115,74,-0.23812675968885513,0,16
329,115,74,-0.24006755471822316,0,16
330,114,73,-0.2970046126927423,0,17
331,116,72,-0.3202704441746914,0,17
332,115,71,-0.38364575485373054,0,18
333,115,71,-0.3795310275900715,0,18
334,114,70,-0.43183698188929837,0,19
335,111,70,-0.4219234963223585,0,19
336,109,71,-0.385739142296095,0,19
337,112,70,-0.41646415065680914,0,19
338,110,69,-0.45910364080884164,0,20
339,110,70,-0.39901915343458083,0,19
340,111,69,-0.4704385209570478,0,20
341,111,69,-0.46399798111528073,0,20
342,111,69,-0.4616211418597777,0,20
343,111,68,-0.5197982242400576,0,21
344,111,68,-0.5232091674304502,0,21
345,109,69,-0.488372491142145,0,21
346,106,70,-0.459750292935114,0,21
347,109,69,-0.49011820891917524,0,21
348,106,69,-0.5181643308547791,0,22
349,105,68,-0.5729875922680366,0,23
350,105,68,-0.5764468394510913,0,23
351,105,69,-0.5106534788070712,0,22
352,105,69,-0.5139802023058292,0,22
353,103,70,-0.48634097794223635,0,22
354,102,70,-0.4863649997412358,0,22
355,103,70,-0.48448609770443,0,22
356,101,71,-0.4150366005083924,0,21
357,102,70,-0.4736007440406684,0,22
358,103,69,-0.5549413743373952,0,23
359,104,69,-0.5084829648249434,0,22
360,104,69,-0.5008839024711232,0,22
361,103,69,-0.49587313650090437,0,22
362,103,69,-0.4857792918401356,0,22
363,101,70,-0.4423254546656608,0,22
364,102,69,-0.5207026388444865,0,23
365,104,68,-0.5527621701306089,0,23
366,103,68,-0.5610431685572439,0,23
367,100,68,-0.5982078811148859,0,24
368,101,69,-0.5293296959129111,0,23
369,99,69,-0.5208619231937519,0,23
370,100,68,-0.5978385650646123,0,24
371,99,69,-0.521481957431406,0,23
372,101,68,-0.5582119002358354,0,23
373,99,68,-0.5452486420750915,0,23
374,98,68,-0.5510263814243785,0,23
375,100,68,-0.554561942620328,0,23
376,100,67,-0.619214034609156,0,24
377,99,67,-0.6170640997985152,0,24
378,100,67,-0.6128114200409778,0,24
379,98,68,-0.5197448472355404,0,23
380,100,67,-0.608909996745549,0,24
381,102,66,-0.6430821002314747,0,24
382,102,66,-0.6470419082527928,0,24
383,103,66,-0.6523678090090084,0,24
384,103,66,-0.6530474856698834,0,24
385,103,66,-0.6552141223678314,0,24
386,102,65,-0.72184597582989,0,25
387,102,66,-0.6601310148505922,0,24
388,103,65,-0.6779637202011122,0,24
389,106,65,-0.6439829011512097,0,23
390,106,66,-0.5679291444265414,0,22
391,104,67,-0.5252476670960254,0,22
392,103,68,-0.4576695917636766,0,21
393,103,68,-0.452878020223759,0,21
394,104,68,-0.452646008482659,0,21
395,104,68,-0.45296933426717945,0,21
396,104,68,-0.45389153037409186,0,21
397,105,68,-0.4595672768255804,0,21
398,107,67,-0.49934947446195793,0,21
399,107,67,-0.49173367353603453,0,21
400,106,68,-0.42583564077749314,0,20
401,106,68,-0.40876972887444707,0,20
402,105,69,-0.34923701146164376,0,19
403,106,69,-0.35766492578911996,0,19
404,107,70,-0.29412054835574736,0,18
405,108,70,-0.29163689444750845,0,18
406,109,69,-0.3656240502464766,0,19
407,109,69,-0.3663873392574146,0,19
408,110,70,-0.3135367921014199,0,18
409,108,71,-0.2893852443646551,0,18
410,108,71,-0.29036996729953674,0,18
411,108,71,-0.2877953912647513,0,18
412,108,70,-0.3508482400030493,0,19
413,107,70,-0.3532191730226782,0,19
414,107,70,-0.3492424345814993,0,19
415,107,70,-0.351450523573983,0,19
416,107,70,-0.34739100811562595,0,19
417,107,69,-0.4145652362240412,0,20
418,107,69,-0.412240455879471,0,20
419,105,69,-0.39673871707443825,0,20
420,107,69,-0.4096662101778907,0,20
421,106,69,-0.4012753170802148,0,20
422,107,68,-0.47372263566132233,0,21
423,106,67,-0.5284350707148383,0,22
424,106,67,-0.5246968318449194,0,22
425,106,67,-0.525016604447444,0,22
426,107,67,-0.5228070062976963,0,22
427,106,67,-0.5291245290470737,0,22
428,106,67,-0.5213923866202799,0,22
429,107,67,-0.5213661402272532,0,22
430,107,68,-0.45472384777327307,0,21
431,105,69,-0.42757390612252266,0,21
432,104,70,-0.36529686509154774,0,20
433,104,70,-0.3746165659813028,0,20
434,103,71,-0.301991557711533,0,19
435,104,71,-0.3044124285152952,0,19
436,103,71,-0.30765620917767367,0,19
437,101,72,-0.2759492192535777,0,19
438,100,73,-0.22355128846392971,0,18
439,100,73,-0.22508752863184556,0,18
440,99,74,-0.1512658941492532,0,17
441,98,74,-0.1547624407734088,0,17
442,99,74,-0.15407106836557205,0,17
443,99,75,-0.09173071740409341,0,16
444,99,75,-0.08927913931412604,0,16
445,99,75,-0.08624350797831994,0,16
446,99,74,-0.14003938340572403,0,17
447,96,75,-0.11033646601944838,0,17
448,96,75,-0.10891399399848069,0,17
449,96,75,-0.11687959211665203,0,17
450,96,75,-0.1144243610231706,0,17
451,95,75,-0.11835572183370005,0,17
452,95,75,-0.11423438206785703,0,17
453,95,75,-0.1149166338099667,0,17
454,95,75,-0.11660523090982224,0,17
455,95,74,-0.18067966315212744,0,18
456,96,73,-0.24188531370165492,0,19
457,96,73,-0.25476959379176606,0,19
458,95,74,-0.17328950821921807,0,18
459,92,75,-0.14598104505168066,0,18
460,92,74,-0.2167944400625993,0,19
461,93,74,-0.21325390211620743,0,19
462,92,74,-0.21476574304129373,0,19
463,92,73,-0.2775888460673332,0,20
464,91,74,-0.20228780617995198,0,19
465,89,75,-0.16921899856848086,0,19
466,89,74,-0.2309730405017899,0,20
467,90,75,-0.16247729858675938,0,19
468,91,75,-0.17148406146626713,0,19
469,92,75,-0.17013389828434355,0,19
470,90,76,-0.09613480184745185,0,18
471,92,75,-0.1303310591034233,0,18
472,89,76,-0.08699718277060811,0,18
473,90,76,-0.08302629345885862,0,18
474,91,75,-0.14736438744326505,0,19
475,90,74,-0.19508993071356373,0,20
476,90,75,-0.1270332607449177,0,19
477,90,75,-0.1255146018053142,0,19
478,91,75,-0.13022863316194844,0,19
479,93,74,-0.21280641070659612,0,20
480,90,75,-0.13532906631835204,0,19
481,88,76,-0.10253276186001813,0,19
482,89,76,-0.09660177152774622,0,19
483,88,76,-0.09013156609089265,0,19
484,88,76,-0.08957934002337196,0,19
485,90,75,-0.12545242564679712,0,19
486,90,76,-0.059944216945802965,0,18
487,92,75,-0.13173698249876678,0,19
488,89,76,-0.10172393993401556,0,19
489,87,77,-0.0668985296103324,0,19
490,87,77,-0.06722162739542682,0,19
491,86,76,-0.12752176660500253,0,20
492,87,75,-0.18948750027609776,0,21
493,86,75,-0.19659969414282158,0,21
494,86,74,-0.2547534573584176,0,22
495,86,74,-0.2612107059609457,0,22
496,85,74,-0.26151643461965934,0,22
497,85,74,-0.2555794885471528,0,22
498,84,74,-0.2916782239308645,0,23
499,84,74,-0.29299436477449264,0,23
500,86,73,-0.3373461908839067,0,23
501,85,73,-0.32867551452863836,0,23
502,86,73,-0.33410184181431535,0,23
503,85,73,-0.3270730419561528,0,23
504,85,73,-0.3253231133276108,0,23
505,85,73,-0.3247724875401377,0,23
506,84,74,-0.25047845422868475,0,22
507,83,75,-0.21905954081459414,0,22
508,82,74,-0.2715526384221789,0,23
509,82,74,-0.27067827679358514,0,23
510,81,74,-0.27459195630282696,0,23
511,81,74,-0.2722252666243344,0,23
