Episode,Step,Avg_Success,Avg_Reward,Avg_Cost,Avg_Collision
0,54,0,-4.392163895070553,0,100
1,114,0,-6.101711082388647,0,100
2,100,0,-6.161089947056705,0,100
3,102,0,-6.012290313252379,0,100
4,83,0,-5.871485972306982,0,100
5,79,0,-5.980238617976283,0,100
6,102,0,-6.349735615769499,0,100
7,109,0,-6.305981611389797,0,100
8,113,0,-6.254629822828444,0,100
9,125,0,-6.307345653690367,0,100
10,122,0,-6.266492465144335,0,100
11,122,0,-6.2573941104284545,0,100
12,119,0,-6.24806428297134,0,100
13,111,7,-5.7303454056162435,0,92
14,105,6,-5.719427527590946,0,93
15,102,6,-5.743971463098418,0,93
16,100,5,-5.748011946878665,0,94
17,95,5,-5.713070240798402,0,94
18,95,5,-5.733742453263774,0,94
19,94,5,-5.777857925249725,0,95
20,104,4,-5.648113101525475,0,90
21,100,4,-5.61787539729406,0,90
22,105,4,-5.737509636201683,0,91
23,102,4,-5.735307050173627,0,91
24,101,4,-5.746101421679696,0,92
25,109,7,-5.558902677455771,0,88
26,116,7,-5.510153979936612,0,85
27,114,7,-5.472948569216563,0,85
28,121,6,-5.3820615808644625,0,82
29,121,6,-5.465625852821351,0,83
30,127,6,-5.382509189096027,0,80
31,127,6,-5.439870471936267,0,81
32,132,6,-5.344571076234905,0,78
33,132,8,-5.1839883283247845,0,76
34,137,8,-5.114736762395991,0,74
35,142,8,-5.037459102955931,0,72
36,139,8,-5.054260520488973,0,72
37,143,7,-5.139915781669174,0,73
38,140,7,-5.143686568206943,0,74
39,137,7,-5.157464862926912,0,75
40,141,7,-5.248651301792711,0,75
41,144,7,-5.3492023944829565,0,76
42,143,9,-5.2287129981709395,0,74
43,146,11,-5.106221889930396,0,72
44,144,13,-4.962958594263096,0,71
45,147,13,-4.921047083983897,0,69
46,146,14,-4.799637862466852,0,68
47,149,14,-4.775978964918896,0,66
48,146,16,-4.658969812190713,0,65
49,149,16,-4.638786101518486,0,64
50,148,17,-4.530616289077796,0,62
51,148,17,-4.577166885571942,0,63
52,147,16,-4.596429090968633,0,64
53,150,16,-4.583704014148979,0,62
54,153,16,-4.559079944163973,0,61
55,155,16,-4.608704861701548,0,62
56,153,17,-4.510551459355164,0,61
57,155,17,-4.483017752158319,0,60
58,154,16,-4.49222755426828,0,61
59,156,16,-4.456747133786686,0,60
60,158,16,-4.428071387643961,0,59
61,161,16,-4.396220548668845,0,58
62,163,15,-4.3678615342807126,0,57
63,165,15,-4.336637416618277,0,56
64,167,16,-4.27059960884308,0,55
65,166,18,-4.200119870284036,0,54
66,168,19,-4.152884375511637,0,53
67,167,20,-4.075499463034292,0,52
68,166,21,-4.002410745186291,0,52
69,167,21,-4.034663295990832,0,52
70,166,22,-3.9723226571162207,0,52
71,168,22,-3.9533682624543474,0,51
72,170,21,-3.944926657973906,0,50
73,170,21,-3.963192419848964,0,51
74,168,21,-3.9869501269685528,0,52
75,168,21,-3.9996925545533877,0,52
76,168,22,-3.9397226843767448,0,51
77,166,23,-3.87838644417777,0,51
78,166,24,-3.8179057439319792,0,50
79,168,23,-3.804672935443125,0,50
80,169,23,-3.7912960328705907,0,49
81,171,23,-3.828548806433557,0,50
82,169,22,-3.8491400590438576,0,50
83,171,22,-3.8228864279979655,0,50
84,172,22,-3.806981962579694,0,49
85,170,23,-3.7510868234799304,0,48
86,169,24,-3.6961349044558296,0,48
87,169,25,-3.6456667203191064,0,47
88,167,25,-3.5935061613118204,0,47
89,166,26,-3.539254315727471,0,46
90,165,27,-3.4881738490794505,0,46
91,165,27,-3.5177045786727414,0,46
92,166,26,-3.5066500699050236,0,46
93,166,27,-3.459718500084441,0,45
94,166,27,-3.482927207774906,0,46
95,167,28,-3.450589831427076,0,45
96,168,28,-3.419918745838442,0,45
97,166,29,-3.374406754579215,0,44
98,166,30,-3.325226960299885,0,44
99,165,31,-3.2809054709395493,0,44
100,165,31,-3.292621511033001,0,44
101,164,31,-3.2593904677528984,0,44
102,164,31,-3.2509475349849595,0,44
103,165,32,-3.1863394123136164,0,43
104,168,32,-3.1507411839585324,0,42
105,171,32,-3.107092439087544,0,41
106,170,32,-3.0860042122588403,0,41
107,170,33,-3.0258376126341955,0,40
108,169,34,-2.956384426616414,0,39
109,170,34,-2.9109866913830684,0,38
110,172,34,-2.8755790352681196,0,37
111,171,35,-2.8054917305660183,0,36
112,174,35,-2.7608495110780407,0,35
113,175,35,-2.7612916632014732,0,35
114,177,36,-2.709616434033296,0,34
115,178,36,-2.7044859576986435,0,34
116,180,36,-2.6652877949053893,0,33
117,181,37,-2.6063761662075104,0,32
118,182,38,-2.538567842644143,0,31
119,183,38,-2.5269247270196047,0,31
120,180,39,-2.480928312850856,0,31
121,181,40,-2.4259016941148457,0,30
122,180,40,-2.4028541765419593,0,30
123,182,41,-2.3426309616895105,0,28
124,182,42,-2.2740000149639035,0,28
125,182,41,-2.282504393344943,0,28
126,180,42,-2.22923324976161,0,28
127,180,43,-2.180282281073878,0,27
128,180,43,-2.172709032390294,0,27
129,182,43,-2.1121269955509616,0,26
