Episode,Step,Avg_Success,Avg_Reward,Avg_Cost,Avg_Collision
0,105,100,0.5696042117342586,0,0
1,59,50,-2.321130507036287,0,50
2,113,33,-4.3484995531180175,0,66
3,107,25,-5.012769703051163,0,75
4,124,20,-5.4135840367947825,0,80
5,117,16,-5.508924479786704,0,83
6,143,14,-4.986645590741318,0,71
7,133,12,-5.124737298402351,0,75
8,124,11,-5.0721377714546385,0,77
9,122,10,-5.083145752708333,0,80
10,112,9,-5.094797851174338,0,81
11,107,16,-4.605416603343201,0,75
12,101,15,-4.667342869560833,0,76
13,98,14,-4.808688882069354,0,78
14,93,13,-4.849511985989496,0,80
15,90,12,-4.955546005421979,0,81
16,86,11,-4.963463939490419,0,82
17,81,16,-4.632160387296507,0,77
18,80,15,-4.688569574809662,0,78
19,83,15,-4.817013638812023,0,80
20,81,14,-4.8865919374225735,0,80
21,80,13,-4.943374156228773,0,81
22,80,13,-4.950289711970349,0,82
23,81,12,-4.997021753832239,0,83
24,82,12,-5.074726759517944,0,84
25,83,11,-5.126082882505496,0,84
26,84,11,-5.212281621902649,0,85
27,88,10,-5.278034263510627,0,85
28,92,10,-5.365278465210991,0,86
29,90,13,-5.149410789835686,0,83
30,97,12,-5.086236548334484,0,80
31,96,12,-5.154303065467047,0,81
32,98,12,-5.1840249741274445,0,81
33,98,11,-5.253215217786954,0,82
34,95,11,-5.2514941120740595,0,82
35,101,11,-5.169698107471403,0,80
36,104,10,-5.252246990750693,0,81
37,104,10,-5.272512121604881,0,81
38,109,10,-5.190794708905975,0,79
39,114,10,-5.150788729230635,0,77
40,118,9,-5.12476880968745,0,75
41,123,9,-5.210677635356184,0,76
42,122,9,-5.2530752670083825,0,76
43,120,9,-5.2684102013685,0,77
44,124,8,-5.240127189533571,0,75
45,122,10,-5.105789097874668,0,73
46,126,10,-5.063679027770744,0,72
47,126,10,-5.0974955832482465,0,72
48,130,10,-5.064213095064978,0,71
49,133,10,-5.02314238375322,0,70
50,134,9,-5.054997551412788,0,70
51,132,11,-4.937966692134139,0,69
52,132,11,-4.956761561991234,0,69
